Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2006,2,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,9,2,9,0,9,eggs benedict,,Multiple,,,
2006,12,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,4,4,0,4,,,,,,
2006,7,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,16,3,6,0,6,,,,,,
2006,3,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,0,4,0,4,caesar dressing,,Multiple,,,
2006,4,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,2,2,0,4,,,,,,
2006,4,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,2,2,0,2,,,,,,
2006,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Banquet Facility (food prepared and served on-site),19,3,19,0,19,stuffed potato puffs,,Multiple,,,
2006,5,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,11,3,11,0,11,,,,,,
2006,11,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,7,,,,,,,,,,
2006,1,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,3,4,0,4,,,,,,
2006,8,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Other,12,0,5,0,5,,,,,,
2006,10,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,42,13,41,0,42,,,,,,
2006,1,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,113,23,112,0,113,"liver, chicken;oil, unspecified",egg,Eggs,,,
2006,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,10,2,4,0,4,egg baked/casserole,,Multiple,,,
2006,6,California,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,16,0,16,0,16,,,,,,
2007,7,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,1,5,0,4,,,,,,
2007,8,California,Food,Salmonella enterica,Enteritidis,Confirmed,,40,2,39,0,39,hollandaise sauce,egg,Eggs,,,
2007,4,Rhode Island,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,1,2,0,2,blue cheese dressing,,Multiple,,,
2007,8,New York,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,5,0,5,0,5,caesar salad,egg,Eggs,,,
2007,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,78,2,50,0,50,"dessert, other;desserts;eggs, unspecified",,Multiple,,,
2007,2,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,1,6,0,6,,,,,,
2007,6,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,9,1,8,0,9,,,,,,
2007,4,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,4,1,4,0,4,"ground beef, hamburger",,Beef,,,
2007,2,Indiana,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,15,6,15,0,15,"eggs, scrambled",,Eggs,,,
2007,12,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,9,2,9,0,9,"lasagna, beef",egg,Eggs,,,
2007,2,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,18,3,18,0,18,,,,,,
2007,3,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,0,2,0,2,,,,,,
2007,6,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,0,2,0,2,,,,,,
2007,8,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,18,2,16,0,16,"salsa, unspecified",,N/A,,,
2007,6,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Grocery store/bakery/deli/convenience store,7,1,7,0,7,crabcake,,Multiple,,,
2007,12,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,27,3,27,0,27,"stuffing, unspecified;turkey, roasted",,Multiple,,,
2007,8,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,7,1,1,,,,,,,,
2007,5,Ohio,Food,Salmonella enterica,Enteritidis,Suspected,Private home/residence,2,1,2,0,2,,,,,,
2007,6,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown;Other,5,1,5,0,5,,,,,,
2007,4,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,8,,,,,,,,,,
2007,3,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,31,4,31,0,31,"pudding, banana",,Multiple,,,
2007,7,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,2,8,0,8,"ice cream, homemade",,Multiple,,,
2007,11,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,14,3,14,0,14,macaroni and cheese;turkey,,Multiple,,,
2007,6,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,1,6,0,6,,,,,,
2007,7,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,24,6,24,0,24,"pudding, banana",,Multiple,,,
2007,5,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,1,6,0,6,"chicken dishes, unspecified",chicken,Chicken,,,
2007,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,7,3,7,0,7,,,,,,
2007,9,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,10,4,6,0,6,"chicken wings, bbq;ribs, bbq",chicken,Chicken,,,
2007,1,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,81,9,81,0,81,"eggs, scrambled",egg,Eggs,,,
2008,7,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,82,4,82,0,82,"fried rice, unspecified",,Multiple,,,
2008,5,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Grocery store/bakery/deli/convenience store,14,0,14,0,14,,,,,,
2008,9,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,1,3,0,3,,,,,,
2008,7,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,46,1,46,0,46,"deli meat, sliced turkey ham",,Turkey,,,
2008,11,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,46,4,19,0,43,,,,,,
2008,9,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,0,2,0,2,,,,,,
2008,6,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,29,4,29,0,29,guacamole;pico de gallo,,N/A,,,
2008,6,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,0,6,0,6,"eggs, scrambled",,Eggs,,,
2008,12,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Festival/fair;Grocery store/bakery/deli/convenience store;Private home/residence,20,2,20,0,20,,,,,,
2008,6,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,,7,1,7,0,7,,,,,,
2008,6,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,11,1,11,0,11,"fajita, chicken",,Multiple,,,
2008,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,,15,3,15,0,15,hollandaise sauce,egg,Eggs,,,
2008,2,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,15,0,15,0,15,"sandwich, unspecified",,Multiple,,,
2008,1,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,22,0,22,0,22,,,,,,
2008,11,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,66,16,66,0,66,specialty/ethnic dishes,chicken,Chicken,,,
2008,10,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Banquet Facility (food prepared and served on-site),16,0,16,0,16,"steak, prime rib",beef,Beef,,,
2008,11,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,9,0,2,0,2,,,,,,
2008,10,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,13,6,13,0,13,,,,,,
2008,10,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,11,2,10,0,10,,,,,,
2008,12,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,18,10,18,0,18,"eggnog, homemade",egg,Eggs,,,
2008,12,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,14,3,3,0,0,other food,egg,Eggs,,,
2008,12,New York,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Other,9,1,9,0,9,aviyal,,Multiple,,,
2008,4,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,0,7,0,7,,,,,,
2008,6,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,12,4,10,0,12,,,,,,
2008,8,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,0,2,0,2,,,,,,
2008,11,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,15,1,15,0,15,"egg-containing food, other",,Multiple,,,
2008,6,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,1,5,0,5,"chicken, buffalo wings",,Multiple,,,
2008,2,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,3,7,0,7,"chicken, cordon bleu",,Multiple,,,
2008,1,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,12,6,12,0,12,macaroni and cheese,egg,Eggs,,,
2008,2,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,2,4,0,4,raw cookie dough,egg,Eggs,,,
2009,6,Maine,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,,,,,,
2009,11,Multistate,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,3,1,3,0,3,,,,,,
2009,12,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,,,,,,
2009,12,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,1,3,0,3,,,,,,
2009,9,California,Food,Salmonella enterica,Enteritidis,Suspected,Grocery store/bakery/deli/convenience store,7,0,7,0,7,,,,,,
2009,3,Wyoming,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,4,11,0,11,,,,,,Mouse or rat;Cat or kitten;Ferret;Dog or puppy;Salamander
2009,11,Kentucky,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,5,1,5,0,0,,,,,,
2009,12,Multistate,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,4,1,4,0,4,,,,,,
2009,8,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,pad thai,,Multiple,,,
2009,5,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,19,2,19,0,19,malai kofta,,Multiple,,,
2009,7,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,62,0,62,0,62,"eggs, scrambled",,Eggs,,,
2009,5,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,,21,9,21,2,21,"sausage, pork",,Pork,,,
2009,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,12,2,12,0,12,"sandwich, corned beef",,Multiple,,,
2009,2,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,,,,,,
2009,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,27,6,27,0,27,potato salad,,Multiple,,,
2009,9,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,0,6,0,6,,,,,,
2009,1,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,1,11,0,11,"rice, fried rice",,Multiple,,,
2009,7,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,19,2,19,0,19,lasagna,egg,Eggs,,,
2009,11,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,6,1,4,0,6,,,,,,
2009,1,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Caterer,7,2,7,0,7,"lasagna, vegetarian",,Multiple,,,
2009,12,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,,39,5,38,0,38,"chicken, marsala;pork, other",,Multiple,,,
2009,9,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,22,1,19,0,19,"pasta, unspecified",,Multiple,,,
2009,12,New York,Food,Salmonella enterica,Enteritidis,Confirmed,,3,0,3,0,3,,,,,,
2009,6,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,,3,0,3,0,3,,,,,,
2009,3,Oklahoma,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,25,4,25,0,25,,,,,,
2009,4,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,,2,0,2,0,2,,,,,,
2009,2,Oregon,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,7,2,7,0,7,,,,,,
2009,7,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,10,3,6,0,6,,,,,,
2009,9,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,12,0,4,0,4,hollandaise sauce,egg,Eggs,,,
2009,3,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Grocery store/bakery/deli/convenience store,5,0,5,0,5,,,,,,
2009,10,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,0,5,0,5,caesar dressing,egg,Eggs,,,
2009,7,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,59,0,59,0,59,scrambled eggs,egg,Eggs,,,
2009,12,California,Food,Salmonella enterica,Enteritidis,Confirmed,Other,7,0,7,0,7,cream puff,,Multiple,,,
2009,9,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,15,1,15,0,15,"pork, roasted",,Pork,,,
2009,9,Pennsylvania,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,,,,,,
2009,11,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,1,4,0,4,"homemade tartar sauce;mayonnaise, homemade;vegetable-based salads",egg,Eggs,,,
2009,4,New Hampshire,Food,Salmonella enterica,Enteritidis,Confirmed,Other,45,1,39,0,39,salads,egg,Eggs,,,
2009,4,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),8,5,8,0,8,,,,,,
2009,6,New Jersey,Food,Salmonella enterica,Enteritidis,Confirmed,,4,,,0,4,,,,,,
2009,4,New Hampshire,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,133,5,133,0,133,"pudding, unspecified",,Multiple,,,
2009,4,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,13,4,13,0,13,"lamb, chops",,Other Meat,,,
2009,2,Mississippi,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,184,3,184,0,184,,,,,,
2009,4,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,14,2,14,0,14,deviled eggs,,Multiple,,,
2009,5,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2009,10,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,3,5,0,5,"pork, unspecified",,Pork,,,
2009,1,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Grocery store/bakery/deli/convenience store;Other,7,2,7,0,7,,,,,,
2009,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,0,5,0,5,lasagna,,Multiple,,,
2010,7,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Other,21,1,20,0,20,chicken and rice,chicken,Chicken,,,
2010,8,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,9,2,7,0,9,,,,,,
2010,11,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,22,4,21,0,22,,,,,,
2010,5,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Other,10,,,,,,,,,,Guinea pig
2010,7,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Camp,17,0,17,0,17,,,,,,
2010,9,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Other,3,2,3,0,3,"canoli, unspecified",,Multiple,,,
2010,5,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,1,3,0,3,,,,,,
2010,6,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,83,10,83,0,83,,,,,,
2010,1,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,9,4,9,0,9,,,,,,
2010,7,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,"eggs, unspecified",egg,Eggs,,,
2010,6,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,25,7,20,0,20,,,,,,
2010,3,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,9,0,9,0,9,,,,,,
2010,5,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,13,3,13,0,13,"shrimp, stuffed",,Multiple,,,
2010,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,3,1,3,0,3,,,,,,
2010,4,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,73,3,73,0,73,guacamole;pico de gallo,,N/A,,,
2010,9,New York,Food,Salmonella enterica,Enteritidis,Confirmed,,3,1,3,0,3,"canoli, unspecified",,Multiple,,,
2010,1,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Other,4,2,4,0,4,chicken salad,chicken,Chicken,,,
2010,4,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,56,7,56,0,56,chilis rellenos,,Multiple,,,
2010,4,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,,65,8,65,0,65,meringue,,Multiple,,,
2010,8,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,,24,8,24,0,24,"ice cream, homemade",,Multiple,,,
2010,1,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2010,5,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Banquet Facility (food prepared and served on-site),37,5,37,0,37,"lasagna, beef;soup, speciality, other",egg,Eggs,,,
2010,2,Ohio,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,
2010,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Other,9,2,9,0,9,,,,,,
2010,3,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,,14,6,14,0,14,,,,,,
2010,2,Virginia,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,School/college/university,6,0,6,0,6,,,,,,
2010,8,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Private home/residence,4,1,4,0,4,,,,,,
2010,5,Maryland,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,School/college/university,28,0,26,0,26,,,,,,
2010,2,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,
2010,7,Colorado,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,29,4,29,0,29,rattlesnake cake,egg,Eggs,,,
2010,3,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,0,4,0,4,,,,,,
2010,8,Maryland,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,13,5,13,0,13,,,,,,
2010,8,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,7,1,7,0,7,,,,,,
2010,8,Puerto Rico,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,2,2,0,2,,,,,,
2010,1,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,25,1,8,0,8,,,,,,
2010,5,Oregon,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,10,5,10,0,10,,,,,,
2010,6,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,0,7,0,7,"chips, tortilla",,Multiple,,,
2010,2,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Restaurant: Sit-down dining;Banquet Facility (food prepared and served on-site);Private home/residence;Caterer,1939,,,,,"shell egg, other",egg,Eggs,,,
2010,8,Maine,Food,Salmonella enterica,Enteritidis,Confirmed,,3,0,3,0,3,,,,,,
2010,8,Arizona,Food,Salmonella enterica,Enteritidis,Suspected,,2,0,2,0,2,,,,,,
2010,10,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,0,6,0,6,"pork, roasted",,Pork,,,
2010,4,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,4,1,4,0,4,,,,,,
2010,11,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,4,0,3,0,3,,,,,,
2010,4,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,1,2,0,2,,,,,,
2010,6,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Festival/fair,9,1,4,0,9,,,,,,
2010,1,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,3,1,3,0,3,,,,,,
2010,6,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,,4,0,4,0,4,"eggs, unspecified",,Eggs,,,
2011,6,Ohio,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,41,1,15,0,15,,,,,,
2011,7,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,3,8,0,8,,,,,,
2011,7,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,21,0,19,0,21,,,,,,
2011,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,15,5,15,0,15,turkey,,Turkey,,,
2011,10,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),70,21,64,0,64,,,,,,
2011,1,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,1,6,0,6,,,,,,
2011,8,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,3,8,0,8,"eggs, other",egg,Eggs,,,
2011,8,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,53,2,53,0,53,turkish pine nuts,,Nuts-seeds,,,
2011,7,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),4,0,3,0,3,,,,,,
2011,8,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,3,6,0,6,"chicken, shawarma",,Multiple,,,
2011,12,Ohio,Food,Salmonella enterica,Enteritidis,Suspected,,5,1,5,0,5,,,,,,
2011,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,,2,0,2,0,2,,,,,,
2011,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,18,2,18,0,18,,,,,,
2011,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,64,2,64,0,64,,,,,,
2011,9,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,
2011,3,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,2,2,2,0,2,,,,,,
2011,6,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,67,6,67,0,67,"pork, roasted",,Pork,,,
2011,3,Maryland,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,3,0,3,0,3,,,,,,
2011,12,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,,8,0,8,0,8,,,,,,
2011,1,Missouri,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,28,0,28,0,28,,,,,,
2011,5,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,,10,1,10,0,10,chicken picata,chicken,Chicken,,,
2011,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,0,2,0,2,,,,,,
2011,9,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,1,5,0,5,chicken,,Chicken,,,
2011,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,27,3,27,0,27,alfalfa sprouts,,Sprouts,,,
2011,4,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,3,0,0,0,0,,,,,,
2011,10,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,8,1,8,0,8,,,,,,
2011,1,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,11,4,11,0,11,"sandwich, unspecified",,Multiple,,,
2011,6,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,4,0,4,0,4,,,,,,
2011,5,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,21,11,15,0,15,,,,,,
2011,2,Kentucky,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,7,6,7,0,7,,,,,,
2011,4,Maryland,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,6,2,6,0,6,,,,,,
2011,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,5,4,5,0,5,,,,,,
2011,6,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,19,1,19,0,19,"pork, roasted",,Pork,,,
2011,9,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,0,2,0,2,chicken,chicken,Chicken,,,
2011,7,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,57,7,57,0,57,crab dishes,,Multiple,,,
2011,3,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),8,2,8,0,8,"salads;sandwich, unspecified",,Multiple,,,
2011,5,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,3,2,3,0,3,,,,,,
2011,5,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Grocery store/bakery/deli/convenience store;Other;Caterer,25,1,25,0,25,,,,,,
