Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2015,2,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,1,2,0,2,,,,,,
2015,5,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,14,0,14,0,14,fettucine alfredo,cream;pasta;parmesan cheese,Multiple,,,
2015,1,Colorado,Animal contact,Salmonella enterica,Enteritidis,Suspected,Private home/residence,3,1,1,0,0,,,,,,Turtle
2015,6,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Grocery store/bakery/deli/convenience store,275,15,272,0,275,,,,,,
2015,5,Delaware,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,5,3,5,0,5,,,,,,
2015,10,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,"chicken, confit",onion;chicken;chili sauce;tomato,Multiple,,,
2015,4,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,,19,3,14,,,,,,,,
2015,12,North Dakota,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,3,0,3,0,3,,,,,,
2015,6,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,7,1,7,0,7,lobster salad,,Multiple,,,
2015,9,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),12,0,12,0,12,,,,,,
2015,4,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,3,5,0,5,"chicken, shawarma",,Multiple,,,
2015,5,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,6,4,4,0,6,,,,,,
2016,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Private home/residence,59,7,41,0,42,"avocado, unspecified",avocado,Fruits,,,
2016,8,Tennessee,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,7,0,3,0,3,,,,,,
2016,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Private home/residence,3,0,3,0,3,,,,,,
2016,11,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,70,20,64,0,64,chicken;garden salad;green beans;mashed potatoes;rolls,chicken;green beans,Multiple,,,
2016,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),28,7,19,0,8,salad mix,,Multiple,,,
2016,10,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,20,3,14,0,15,bean sprouts,,Sprouts,,,
2016,4,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,0,3,0,3,multiple foods,,,,,
2016,7,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,,,,,,
2016,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,0,6,0,7,prepackaged leafy greens,,Vegetable Row Crops,,,
2016,4,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),2,0,2,0,2,,,,,,
2016,1,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,249,52,228,1,222,,,,,,Poultry
2016,4,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,0,8,0,8,,,,,,
2016,12,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Office/indoor workplace,50,4,50,0,50,,,,,,
2016,4,Virginia,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,8,2,8,0,8,,,,,,
2016,6,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),6,2,5,0,5,,,,,,
2016,5,Tennessee,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis; Muenchen,Confirmed; Suspected; Suspected,Restaurant: Sit-down dining,35,1,23,0,35,eggs,,Eggs,,,
2016,11,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,147,1,48,0,48,,,,,,
2016,4,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,6,3,6,0,6,"infant formula, non-dairy based",infant formula,Other,,,
2016,11,Wisconsin,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,3,4,0,3,,,,,,
2016,7,Maryland,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,48,4,48,0,48,,,,,,
2016,3,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2016,7,Ohio,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,4,0,4,0,4,,,,,,
2016,5,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,2,0,2,0,2,,,,,,
2016,2,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,87,5,87,0,87,mayonnaise made with raw eggs,egg,Eggs,,,
2016,9,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,0,5,0,5,crab ravigote;steak cruda,,Multiple,,,
2016,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,28,7,28,0,28,hollandaise sauce,,Multiple,,,
2016,8,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,19,2,19,0,19,mayonnaise made with raw eggs;meringue,egg,Eggs,,,
2016,5,Iowa,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,Private home/residence,30,3,30,0,30,"turkey, ground",,Turkey,,,
2016,11,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,40,2,7,0,7,,,,,,
2016,11,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,87,2,78,0,87,salad,,Multiple,,,
2016,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,16,0,16,0,16,"cilantro, unspecified;onions",onion;cilantro,Multiple,,,
2016,2,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,13,0,0,0,0,,,,,,
2016,5,New York,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis; Enteritidis,Confirmed; Confirmed; Confirmed,Correctional/detention facility,93,2,93,0,93,"chicken, baked",chicken,Chicken,,,
2016,8,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Camp,8,0,8,0,8,,,,,,
2016,7,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,8,2,8,0,8,hamburger;ice cream,ground beef;egg,Multiple,,,
2016,7,Montana,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,24,2,24,0,24,,,,,,
2016,1,Kentucky,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Restaurant,84,13,84,0,84,,,,,,
2016,7,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Unknown,6,0,6,0,6,,,,,,
2017,3,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,tuna sushi,tuna,Fish,,,
2017,10,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,15,3,15,0,15,pastries,egg,Eggs,,,
2017,11,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2017,4,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Unknown,40,4,40,0,40,,,,,,
2017,10,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,18,1,18,0,18,"kabobs, chicken",chicken,Chicken,,,
2017,9,Idaho,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,2,6,0,6,,,,,,
2017,2,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),8,0,0,0,8,chicken,chicken,Chicken,,,
2017,5,Tennessee,Animal contact,Salmonella enterica,Enteritidis,Confirmed,School/college/university,14,1,14,0,14,,,,,,Poultry
2017,8,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2017,2,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,41,18,41,0,41,,,,,,
2017,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,1,2,0,2,,,,,,
2017,11,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,557,7,557,0,557,gravy;turkey,turkey,Turkey,,,
2017,3,Illinois,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,2,1,2,0,2,,,,,,
2017,7,Rhode Island,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,8,0,8,0,8,chicken ceasar salad;chicken salad sandwich;grilled chicken salad,chicken,Chicken,,,
2017,12,Michigan,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Infantis,Confirmed; Suspected,Correctional/detention facility,113,1,113,0,113,,,,,,
2017,2,Oklahoma,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,9,2,9,1,9,"eggs, over-easy",,Eggs,,,
2017,7,Nebraska,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,51,2,51,0,51,,,,,,
2017,3,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,151,31,125,0,125,"romaine lettuce, unspecified",,Vegetable Row Crops,,,
2017,5,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,5,2,5,0,5,chicken,,Chicken,,,
2017,1,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,193,45,161,0,156,,,,,,Poultry
2017,6,Vermont,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site);Caterer,4,1,4,0,4,,,,,,
2017,9,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,1,2,0,2,,,,,,
2017,9,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,4,0,4,0,4,,,,,,
2017,7,Florida,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,3,0,3,0,3,,,,,,
2017,7,Ohio,Person-to-person,Salmonella enterica,Enteritidis,Suspected,Other,11,1,11,0,11,,,,,,
2017,2,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,2,6,0,6,,,,,,
2017,6,Pennsylvania,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,2,2,0,2,,,,,,
2017,6,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Other,3,0,3,0,3,chicken,,Chicken,,,
2017,6,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,104,0,104,0,104,chicken,chicken,Chicken,,,
2017,6,Alabama,Food,Salmonella enterica; Salmonella enterica,Enteritidis; unknown,Suspected; Confirmed,Restaurant: Other,4,3,4,0,4,"chicken, curry",,Multiple,,,
2017,1,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,kitfo,ground beef,Beef,,,
2017,6,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Private home/residence,8,1,8,0,8,"eggs, unspecified",egg,Eggs,,,
2017,6,Nebraska,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,44,0,44,0,44,chicken dishes,chicken,Chicken,,,
2017,7,Colorado,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2017,4,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,23,5,23,0,23,"ground turkey, unspecified",ground turkey,Turkey,,,
2017,12,Kansas,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Hotel/motel,2,0,2,0,2,,,,,,
2017,4,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,11,1,11,0,11,,,,,,
2017,7,California,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,pasta salad,shrimp,Crustaceans,,,
2017,10,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,School/college/university,5,1,5,0,5,,,,,,
2017,7,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,3,4,0,4,tiramisu,egg,Eggs,,,
2018,3,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,9,3,9,0,9,,,,,,
2018,1,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,2,2,0,2,turkey and stuffing,stuffing;turkey,Multiple,,,
2018,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site),9,3,9,0,9,"chicken, other",,Chicken,,,
2018,4,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,22,0,22,0,22,meatballs,"gravy, chicken;rice",Multiple,,,
2018,10,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,
2018,11,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,15,1,15,0,15,"chicken, smoked",chicken,Chicken,,,
2018,11,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,10,2,10,0,10,,,,,,
2018,7,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,15,2,15,0,15,macaroni salad,pasta,Multiple,,,
2018,6,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,32,7,32,1,32,,,,,,
2018,10,South Carolina,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,3,0,3,0,3,,,,,,
2018,8,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,7,2,7,0,7,,,,,,
2018,7,Colorado,Indeterminate/unknown,Salmonella enterica; Salmonella enterica,Enteritidis; Thompson,Confirmed; Confirmed,Festival/fair,11,0,11,0,11,,,,,,
2018,6,Pennsylvania,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,
2018,6,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2018,2,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,55,8,39,0,39,,,,,,Poultry
2018,6,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2018,7,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2018,5,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,9,3,8,0,8,leafy greens,,Vegetable Row Crops,,,
2018,6,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,23,4,23,0,23,,,,,,
2018,4,Minnesota,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,2,1,2,0,2,,,,,,
2018,4,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Other,51,2,37,0,37,chicken marsala,chicken;mushrooms;tomato,Multiple,,,
2018,12,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2018,4,Georgia,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Thompson,Confirmed; Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter);Caterer,94,5,94,0,94,chicken,chicken,Chicken,,,
2018,7,Washington,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,4,1,4,0,4,,,,,,
2018,8,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,0,4,0,4,"chicken, frozen breaded",chicken,Chicken,,,
2018,1,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,2,2,0,2,chicken,chicken,Chicken,,,
2018,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,13,8,13,0,13,"chicken, frozen breaded",chicken,Chicken,,,
2018,6,California,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,
2018,9,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,,,,,,
2018,4,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,2,0,2,0,2,,,,,,
2018,3,Tennessee,Food,Salmonella enterica; Salmonella enterica,Enteritidis,Confirmed; Suspected,Correctional/detention facility,4,3,4,0,4,,,,,,
2018,5,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2018,6,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Caterer,3,2,3,0,3,,,,,,
2018,4,Florida,Indeterminate/unknown,Salmonella enterica,Enteritidis,Suspected,Private home/residence,2,0,2,0,2,,,,,,
2018,8,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: â€œFast-foodâ€ (drive up service or pay at counter),2,2,2,0,2,,,,,,
2018,4,Texas,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,2,2,2,0,2,eggs ham and beans,,Multiple,,,
2018,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,45,12,37,0,37,shell eggs,,Eggs,,,
2018,3,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,5,2,5,0,5,,,,,,
2018,2,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,8,2,8,0,8,,,,,,
2018,3,Alabama,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,4,2,4,0,4,,,,,,Poultry
2018,3,Multistate,Animal contact,Salmonella enterica; Salmonella enterica,Enteritidis; Litchfield,Confirmed; Confirmed,Private home/residence;Agricultural feed store,76,14,49,0,51,,,,,,Poultry
2018,6,California,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2018,1,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,16,3,16,0,16,smoked chicken,chicken,Chicken,,,
2018,11,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,5,2,4,0,3,,,,,,
2018,10,South Carolina,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Child daycare/preschool,6,0,6,0,6,,,,,,
2019,9,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Other,18,0,15,0,15,hummus,,N/A,,,
2019,5,Idaho,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2019,9,Minnesota,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Infantis,Confirmed; Confirmed,Correctional/detention facility,40,1,40,0,40,mechanically seperated chicken,chicken,Chicken,,,
2019,8,Colorado,Indeterminate/unknown,Salmonella enterica; Salmonella enterica,Enteritidis; Infantis,Suspected; Suspected,Other,28,1,28,0,28,,,,,,
2019,7,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,3,1,3,0,3,,,,,,
2019,6,North Carolina,Food,Salmonella enterica,Enteritidis,Suspected,Unknown,13,1,13,0,13,,,,,,
2019,11,Louisiana,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Montevideo,Confirmed; Confirmed,Other,15,0,15,0,15,,,,,,
2019,9,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,25,3,25,0,25,,,,,,
2019,6,Michigan,Food,Salmonella enterica,Enteritidis,Suspected,Banquet Facility (food prepared and served on-site),30,1,30,0,30,"barbecue sauce;beef, other;beef/steak dish, other;bun;burger;charcuterie;chicken, other;macaroni and cheese;refried beans;rice, spanish;salad bar;salsa;sausage;seafood, other;shrimp;sushi;sushi, unspecified;tortilla, unspecified",n/a,Multiple,,,
2019,11,Nebraska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,43,1,43,0,43,,,,,,
2019,12,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2019,6,Alaska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Unknown,8,6,8,0,8,,,,,,
2019,4,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,2,5,0,5,chicken,chicken,Chicken,,,
2019,11,New Hampshire,Food,Salmonella enterica,Enteritidis,Suspected,Private home/residence,4,0,4,0,4,turkey,turkey,Turkey,,,
2019,7,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Caterer,7,1,7,0,7,,,,,,
2019,8,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,2,0,2,0,2,,,,,,
2019,6,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,4,4,4,0,4,,,,,,
2019,8,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Other,6,1,6,0,6,al pastor seiten;green crema;red crema,,Multiple,,,
2019,8,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Unknown,23,5,18,0,18,,,,,,
2019,8,Nebraska,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Festival/fair,14,0,14,0,14,,,,,,
2019,7,New Mexico,Food,Salmonella enterica,Enteritidis,Confirmed,Banquet Facility (food prepared and served on-site),9,0,9,0,9,chicken fingers,chicken,Chicken,,,
2019,1,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,274,60,187,0,183,,,,,,Poultry
2019,5,South Carolina,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,0,3,,,,,,
2019,4,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,13,4,13,0,13,,,,,,
2019,8,Utah,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2019,6,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,6,0,6,raw egg in smoothie,egg,Eggs,,,
2019,10,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,17,1,17,0,17,,,,,,
2019,7,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Buffet,6,3,6,0,6,,,,,,
2019,9,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Other,30,3,25,0,26,hummus,,N/A,,,
2019,8,Oregon,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Restaurant: Sit-down dining,9,1,9,0,9,macaroni salad,pasta,Multiple,,,
2019,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining;Private home/residence,22,8,18,0,18,chicken,chicken,Chicken,,,
2019,10,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer,18,0,18,0,18,,,,,,
2019,8,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,3,0,3,0,3,,,,,,
2019,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other;Religious facility;Grocery store/bakery/deli/convenience store;Private home/residence,23,10,18,0,17,chicken,chicken,Chicken,,,
2019,8,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Other,20,1,20,0,20,,,,,,
2019,8,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,1,5,0,5,homemade ice cream made with raw eggs,,Multiple,,,
2019,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,52,12,35,0,37,chicken,,Chicken,,,
2019,5,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,72,22,48,0,46,chicken,,Chicken,,,
2019,9,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,1,4,0,4,"eggs, unspecified",egg,Eggs,,,
2019,3,Ohio,Person-to-person,Salmonella enterica; Salmonella enterica,Enteritidis; Typhimurium,Suspected; Confirmed,Child daycare/preschool,3,1,3,0,3,,,,,,
2019,7,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,0,5,0,0,,,,,,
2019,2,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Farm/dairy/agricultural setting;Private home/residence;Agricultural feed store,159,40,111,0,111,,,,,,Poultry
2019,8,Massachusetts,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,4,2,3,0,4,,,,,,
2019,9,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,1,2,0,2,"ice cream, homemade",,Multiple,,,
2019,5,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,6,1,6,0,6,,,,,,
2019,2,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,17,1,17,0,17,grilled or fried chicken salad,egg,Eggs,,,
2019,9,Michigan,Indeterminate/unknown,Salmonella enterica,Enteritidis,Confirmed,Other,2,1,2,0,2,,,,,,
2019,8,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,15,1,15,0,8,,,,,,
2019,11,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,48,34,48,0,48,,,,,,
2020,12,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,26,13,22,0,18,chicken,chicken,Chicken,,,
2020,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,30,11,22,0,20,chicken,,Chicken,,,
2020,10,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,30,11,27,0,27,,,,,,
2020,6,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Correctional/detention facility,2,0,2,0,2,chicken;turkey,chicken;turkey,Multiple,,,
2020,1,Missouri,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,5,0,5,0,5,,,,,,
2020,3,Multistate,Animal contact,Salmonella enterica,Enteritidis,Confirmed,Private home/residence;Agricultural feed store,157,29,75,0,73,,,,,,Poultry
2020,6,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,101,28,90,0,88,"peaches, unspecified",peaches,Fruits,,,
2020,8,Tennessee,Food,Salmonella enterica,Enteritidis,Suspected,Restaurant: Buffet,9,0,9,0,9,mayonnaise,,Other,,,
